cluster,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
session_n,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
0,0,0,0,0,0,0,25,0,0,0,100,0,100,100,100,100,50,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1.769911504,6.25,8.219178082,0,0,0,0,0,70.73170732,44,27.43362832,50,15.06849315,0,0,85.71428571,100,37.5,14.63414634,28,15.92920354,18.75,30.1369863,31.25,0,0,0,25,0,0,0.884955752,18.75,38.35616438,6.25,0,0,0,37.5,14.63414634,28,53.98230088,6.25,8.219178082,62.5,0,14.28571429,0
2,0,0,33.33333333,0,0,0,0,0,0,0,100,100,33.33333333,0,50,100,33.33333333,100,100,0,0,0,0,0,25,0,66.66666667,0,0,0,0,0,33.33333333,100,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
3,0,0,50,0,0,0,0,25,0,0,100,100,50,0,0,0,50,50,0,0,0,0,0,0,100,0,50,0,0,100,0,0,0,0,0,50,0,25,0,0,0,0,0,0,0,50,0,0,0,0
4,0,0,0,0,0,4.545454545,10,0,0,0,88.0952381,69.81132075,79.16666667,90,76.92307692,77.27272727,70,80,77.77777778,83.33333333,9.523809524,26.41509434,20.83333333,10,15.38461538,4.545454545,10,20,11.11111111,0,0,0,0,0,0,0,10,0,0,0,2.380952381,3.773584906,0,0,7.692307692,13.63636364,0,0,11.11111111,16.66666667
5,0,0,0,0,0,0,14.28571429,0,0,0,90.24390244,84.61538462,82.85714286,92.59259259,83.33333333,81.81818182,85.71428571,84.61538462,50,100,9.756097561,15.38461538,14.28571429,3.703703704,16.66666667,18.18181818,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.703703704,0,0,0,7.692307692,50,0
6,0,0,0,0,0,0,0,0,0,0,93.75,87.73584906,90.76923077,89.38053097,91.58878505,96.2962963,88.73239437,0,93.05555556,92.85714286,5,10.37735849,6.153846154,7.96460177,6.542056075,3.703703704,9.85915493,0,4.166666667,5.357142857,0,0.943396226,0,0,0.934579439,0,1.408450704,0,1.388888889,0,1.25,0.943396226,3.076923077,2.654867257,0.934579439,0,0,0,1.388888889,1.785714286
7,0,0,0,0,0,0,0,0,0,0,96.96969697,70,66.66666667,83.33333333,94.11764706,85.71428571,80,100,81.81818182,80,3.03030303,10,16.66666667,12.5,5.882352941,14.28571429,20,0,9.090909091,20,0,0,0,4.166666667,0,0,0,0,0,0,0,20,16.66666667,0,0,0,0,0,9.090909091,0
